"","SampleID","ITS_ID","sample_name","Replicate","Site","Site_Grass","Site.Rep","Grass","Grass_Rep","Edge","SiteName","MAT_degC","MAP_mm","CollectionDate","Latitude","Longitude","Elevation_m","Grassland","Gradient","Bin","julianday","coll_GDD","GDD30yr","GDD3yr","GDD2015","ppt30yr","ppt3yr","ppt2015","soil_moisture","GWC","perc_moisture","pH","phos","ammonium","nitrate","SOM","herbivory_perc","avg_SLA","avg_SRL"
"X1351_1799","X1351_1799","SRR13801088","NWP_SCSC_7",7,"NWP","NWP_SCSC","NWP.7","SCSC","SCSC_7","no","NWP",NA,NA,"7/17/15",36.0417,-94.8137,250,"tallgrass","East","North Central",198,2599.138889,4965.805556,4679.775,4864.365,893.1300048,982.4066607,1232.73999,0.807446287,0.238472473,19.2553713,6.15,0.210823298,1.09202774,0.432624358,6.898747298,1.166666667,137.9081843,1734.059138
"X1351_1800","X1351_1800","SRR13801087","NWP_SCSC_8",8,"NWP","NWP_SCSC","NWP.8","SCSC","SCSC_8","no","NWP",NA,NA,"7/17/15",36.0417,-94.8137,250,"tallgrass","East","North Central",198,2599.138889,4965.805556,4679.775,4864.365,893.1300048,982.4066607,1232.73999,0.807446287,0.238472473,19.2553713,6.15,0.210823298,1.09202774,0.432624358,6.898747298,1.166666667,137.9081843,1734.059138
"X1351_1779","X1351_1779","SRR13801082","ONF_ANGE_11",11,"ONF","ONF_ANGE","ONF.11","ANGE","ANGE_11","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.893250167,0.119507208,10.67498334,5.29,0.239976302,1.252012988,0.496005089,7.62850272,1.541666667,129.0874197,1202.972959
"X1351_1780","X1351_1780","SRR13801081","ONF_ANGE_12",12,"ONF","ONF_ANGE","ONF.12","ANGE","ANGE_12","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.893250167,0.119507208,10.67498334,5.29,0.239976302,1.252012988,0.496005089,7.62850272,1.541666667,129.0874197,1202.972959
"X1351_1769","X1351_1769","SRR13801084","ONF_ANGE_1",1,"ONF","ONF_ANGE","ONF.1","ANGE","ANGE_1","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.893250167,0.119507208,10.67498334,5.29,0.239976302,1.252012988,0.496005089,7.62850272,1.541666667,129.0874197,1202.972959
"X1351_1770","X1351_1770","SRR13801080","ONF_ANGE_2",2,"ONF","ONF_ANGE","ONF.2","ANGE","ANGE_2","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.893250167,0.119507208,10.67498334,5.29,0.239976302,1.252012988,0.496005089,7.62850272,1.541666667,129.0874197,1202.972959
"X1351_1771","X1351_1771","SRR13801520","ONF_ANGE_3",3,"ONF","ONF_ANGE","ONF.3","ANGE","ANGE_3","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.893250167,0.119507208,10.67498334,5.29,0.239976302,1.252012988,0.496005089,7.62850272,1.541666667,129.0874197,1202.972959
"X1351_1772","X1351_1772","SRR13801519","ONF_ANGE_4",4,"ONF","ONF_ANGE","ONF.4","ANGE","ANGE_4","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.893250167,0.119507208,10.67498334,5.29,0.239976302,1.252012988,0.496005089,7.62850272,1.541666667,129.0874197,1202.972959
"X1351_1773","X1351_1773","SRR13801518","ONF_ANGE_5",5,"ONF","ONF_ANGE","ONF.5","ANGE","ANGE_5","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.893250167,0.119507208,10.67498334,5.29,0.239976302,1.252012988,0.496005089,7.62850272,1.541666667,129.0874197,1202.972959
"X1351_1774","X1351_1774","SRR13801517","ONF_ANGE_6",6,"ONF","ONF_ANGE","ONF.6","ANGE","ANGE_6","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.893250167,0.119507208,10.67498334,5.29,0.239976302,1.252012988,0.496005089,7.62850272,1.541666667,129.0874197,1202.972959
"X1351_1775","X1351_1775","SRR13801516","ONF_ANGE_7",7,"ONF","ONF_ANGE","ONF.7","ANGE","ANGE_7","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.893250167,0.119507208,10.67498334,5.29,0.239976302,1.252012988,0.496005089,7.62850272,1.541666667,129.0874197,1202.972959
"X1351_1776","X1351_1776","SRR13801514","ONF_ANGE_8",8,"ONF","ONF_ANGE","ONF.8","ANGE","ANGE_8","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.893250167,0.119507208,10.67498334,5.29,0.239976302,1.252012988,0.496005089,7.62850272,1.541666667,129.0874197,1202.972959
"X1351_1766","X1351_1766","SRR13801511","ONF_SCSC_10",10,"ONF","ONF_SCSC","ONF.10","SCSC","SCSC_10","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.698941973,0.430733936,30.10580272,5.05,0.189673714,0.966485723,0.382888869,7.04037308,1.041666667,148.6307708,1535.624463
"X1351_1767","X1351_1767","SRR13801510","ONF_SCSC_11",11,"ONF","ONF_SCSC","ONF.11","SCSC","SCSC_11","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.698941973,0.430733936,30.10580272,5.05,0.189673714,0.966485723,0.382888869,7.04037308,1.041666667,148.6307708,1535.624463
"X1351_1768","X1351_1768","SRR13801509","ONF_SCSC_12",12,"ONF","ONF_SCSC","ONF.12","SCSC","SCSC_12","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.698941973,0.430733936,30.10580272,5.05,0.189673714,0.966485723,0.382888869,7.04037308,1.041666667,148.6307708,1535.624463
"X1351_1757","X1351_1757","SRR13801512","ONF_SCSC_1",1,"ONF","ONF_SCSC","ONF.1","SCSC","SCSC_1","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.698941973,0.430733936,30.10580272,5.05,0.189673714,0.966485723,0.382888869,7.04037308,1.041666667,148.6307708,1535.624463
"X1351_1758","X1351_1758","SRR13801508","ONF_SCSC_2",2,"ONF","ONF_SCSC","ONF.2","SCSC","SCSC_2","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.698941973,0.430733936,30.10580272,5.05,0.189673714,0.966485723,0.382888869,7.04037308,1.041666667,148.6307708,1535.624463
"X1351_1759","X1351_1759","SRR13801507","ONF_SCSC_3",3,"ONF","ONF_SCSC","ONF.3","SCSC","SCSC_3","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.698941973,0.430733936,30.10580272,5.05,0.189673714,0.966485723,0.382888869,7.04037308,1.041666667,148.6307708,1535.624463
"X1351_1760","X1351_1760","SRR13801506","ONF_SCSC_4",4,"ONF","ONF_SCSC","ONF.4","SCSC","SCSC_4","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.698941973,0.430733936,30.10580272,5.05,0.189673714,0.966485723,0.382888869,7.04037308,1.041666667,148.6307708,1535.624463
"X1351_1761","X1351_1761","SRR13801505","ONF_SCSC_5",5,"ONF","ONF_SCSC","ONF.5","SCSC","SCSC_5","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.698941973,0.430733936,30.10580272,5.05,0.189673714,0.966485723,0.382888869,7.04037308,1.041666667,148.6307708,1535.624463
"X1351_1762","X1351_1762","SRR13801503","ONF_SCSC_6",6,"ONF","ONF_SCSC","ONF.6","SCSC","SCSC_6","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.698941973,0.430733936,30.10580272,5.05,0.189673714,0.966485723,0.382888869,7.04037308,1.041666667,148.6307708,1535.624463
"X1351_1763","X1351_1763","SRR13801502","ONF_SCSC_7",7,"ONF","ONF_SCSC","ONF.7","SCSC","SCSC_7","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.698941973,0.430733936,30.10580272,5.05,0.189673714,0.966485723,0.382888869,7.04037308,1.041666667,148.6307708,1535.624463
"X1351_1764","X1351_1764","SRR13801501","ONF_SCSC_8",8,"ONF","ONF_SCSC","ONF.8","SCSC","SCSC_8","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.698941973,0.430733936,30.10580272,5.05,0.189673714,0.966485723,0.382888869,7.04037308,1.041666667,148.6307708,1535.624463
"X1351_1765","X1351_1765","SRR13801500","ONF_SCSC_9",9,"ONF","ONF_SCSC","ONF.9","SCSC","SCSC_9","no","ONF",NA,NA,"7/18/15",39.80954,-94.13184,208,"tallgrass","East","South Central",199,2687.638889,5075.944444,4018.098333,4211.32,827.4400024,891.7099937,989.179985,0.698941973,0.430733936,30.10580272,5.05,0.189673714,0.966485723,0.382888869,7.04037308,1.041666667,148.6307708,1535.624463
"X1351_705","X1351_705","SRR13801499","RNF_BOGR_1",1,"RNF","RNF_BOGR","RNF.1","BOGR","BOGR_1","no","RNF",NA,NA,"9/4/15",38.188203,-106.514975,2747,"shortgrass","West","North Central",247,1880.972222,2340.861111,2048.381667,2169.155,315.9200039,310.5033348,320.829998,0.89299665,0.119825029,10.70033498,7.41,0.190187013,0.984920942,0.390192277,2.775354552,2.416666667,159.4101265,2150.35314
"X1351_706","X1351_706","SRR13801054","RNF_BOGR_2",2,"RNF","RNF_BOGR","RNF.2","BOGR","BOGR_2","no","RNF",NA,NA,"9/4/15",38.188203,-106.514975,2747,"shortgrass","West","North Central",247,1880.972222,2340.861111,2048.381667,2169.155,315.9200039,310.5033348,320.829998,0.89299665,0.119825029,10.70033498,7.41,0.190187013,0.984920942,0.390192277,2.775354552,2.416666667,159.4101265,2150.35314
"X1351_707","X1351_707","SRR13801053","RNF_BOGR_3",3,"RNF","RNF_BOGR","RNF.3","BOGR","BOGR_3","no","RNF",NA,NA,"9/4/15",38.188203,-106.514975,2747,"shortgrass","West","North Central",247,1880.972222,2340.861111,2048.381667,2169.155,315.9200039,310.5033348,320.829998,0.89299665,0.119825029,10.70033498,7.41,0.190187013,0.984920942,0.390192277,2.775354552,2.416666667,159.4101265,2150.35314
"X1351_708","X1351_708","SRR13801051","RNF_BOGR_4",4,"RNF","RNF_BOGR","RNF.4","BOGR","BOGR_4","no","RNF",NA,NA,"9/4/15",38.188203,-106.514975,2747,"shortgrass","West","North Central",247,1880.972222,2340.861111,2048.381667,2169.155,315.9200039,310.5033348,320.829998,0.89299665,0.119825029,10.70033498,7.41,0.190187013,0.984920942,0.390192277,2.775354552,2.416666667,159.4101265,2150.35314
"X1351_709","X1351_709","SRR13801050","RNF_BOGR_5",5,"RNF","RNF_BOGR","RNF.5","BOGR","BOGR_5","no","RNF",NA,NA,"9/4/15",38.188203,-106.514975,2747,"shortgrass","West","North Central",247,1880.972222,2340.861111,2048.381667,2169.155,315.9200039,310.5033348,320.829998,0.89299665,0.119825029,10.70033498,7.41,0.190187013,0.984920942,0.390192277,2.775354552,2.416666667,159.4101265,2150.35314
"X1351_1432","X1351_1432","SRR13801049","RNF_BOGR_6",6,"RNF","RNF_BOGR","RNF.6","BOGR","BOGR_6","no","RNF",NA,NA,"9/4/15",38.188203,-106.514975,2747,"shortgrass","West","North Central",247,1880.972222,2340.861111,2048.381667,2169.155,315.9200039,310.5033348,320.829998,0.89299665,0.119825029,10.70033498,7.41,0.190187013,0.984920942,0.390192277,2.775354552,2.416666667,159.4101265,2150.35314
"X1351_1609","X1351_1609","SRR13801565","SEV_BOER_10",10,"SEV","SEV_BOER","SEV.10","BOER","BOER_10","no","Sevilleta National Wildlife Refuge",13.3,260,"8/23/15",34.342141,-106.62261,1645,"desert","West","South Central",235,3503.777778,4784.888889,4300.726667,4257.455,259.9799976,291.6466659,320.3899965,0.988861102,0.01126437,1.113889769,6.77,0.170517511,0.878476843,0.348022735,0.95526278,0,167.6606033,1952.016179
"X1351_1610","X1351_1610","SRR13801564","SEV_BOER_11",11,"SEV","SEV_BOER","SEV.11","BOER","BOER_11","no","Sevilleta National Wildlife Refuge",13.3,260,"8/23/15",34.342141,-106.62261,1645,"desert","West","South Central",235,3503.777778,4784.888889,4300.726667,4257.455,259.9799976,291.6466659,320.3899965,0.988861102,0.01126437,1.113889769,6.77,0.170517511,0.878476843,0.348022735,0.95526278,0,167.6606033,1952.016179
"X1351_1611","X1351_1611","SRR13801563","SEV_BOER_12",12,"SEV","SEV_BOER","SEV.12","BOER","BOER_12","no","Sevilleta National Wildlife Refuge",13.3,260,"8/23/15",34.342141,-106.62261,1645,"desert","West","South Central",235,3503.777778,4784.888889,4300.726667,4257.455,259.9799976,291.6466659,320.3899965,0.988861102,0.01126437,1.113889769,6.77,0.170517511,0.878476843,0.348022735,0.95526278,0,167.6606033,1952.016179
"X1351_1600","X1351_1600","SRR13801566","SEV_BOER_1",1,"SEV","SEV_BOER","SEV.1","BOER","BOER_1","no","Sevilleta National Wildlife Refuge",13.3,260,"8/23/15",34.342141,-106.62261,1645,"desert","West","South Central",235,3503.777778,4784.888889,4300.726667,4257.455,259.9799976,291.6466659,320.3899965,0.988861102,0.01126437,1.113889769,6.77,0.170517511,0.878476843,0.348022735,0.95526278,0,167.6606033,1952.016179
"X1351_1602","X1351_1602","SRR13801561","SEV_BOER_3",3,"SEV","SEV_BOER","SEV.3","BOER","BOER_3","no","Sevilleta National Wildlife Refuge",13.3,260,"8/23/15",34.342141,-106.62261,1645,"desert","West","South Central",235,3503.777778,4784.888889,4300.726667,4257.455,259.9799976,291.6466659,320.3899965,0.988861102,0.01126437,1.113889769,6.77,0.170517511,0.878476843,0.348022735,0.95526278,0,167.6606033,1952.016179
"X1351_1604","X1351_1604","SRR13801559","SEV_BOER_5",5,"SEV","SEV_BOER","SEV.5","BOER","BOER_5","no","Sevilleta National Wildlife Refuge",13.3,260,"8/23/15",34.342141,-106.62261,1645,"desert","West","South Central",235,3503.777778,4784.888889,4300.726667,4257.455,259.9799976,291.6466659,320.3899965,0.988861102,0.01126437,1.113889769,6.77,0.170517511,0.878476843,0.348022735,0.95526278,0,167.6606033,1952.016179
"X1351_1605","X1351_1605","SRR13801558","SEV_BOER_6",6,"SEV","SEV_BOER","SEV.6","BOER","BOER_6","no","Sevilleta National Wildlife Refuge",13.3,260,"8/23/15",34.342141,-106.62261,1645,"desert","West","South Central",235,3503.777778,4784.888889,4300.726667,4257.455,259.9799976,291.6466659,320.3899965,0.988861102,0.01126437,1.113889769,6.77,0.170517511,0.878476843,0.348022735,0.95526278,0,167.6606033,1952.016179
"X1351_1606","X1351_1606","SRR13801556","SEV_BOER_7",7,"SEV","SEV_BOER","SEV.7","BOER","BOER_7","no","Sevilleta National Wildlife Refuge",13.3,260,"8/23/15",34.342141,-106.62261,1645,"desert","West","South Central",235,3503.777778,4784.888889,4300.726667,4257.455,259.9799976,291.6466659,320.3899965,0.988861102,0.01126437,1.113889769,6.77,0.170517511,0.878476843,0.348022735,0.95526278,0,167.6606033,1952.016179
"X1351_1607","X1351_1607","SRR13801555","SEV_BOER_8",8,"SEV","SEV_BOER","SEV.8","BOER","BOER_8","no","Sevilleta National Wildlife Refuge",13.3,260,"8/23/15",34.342141,-106.62261,1645,"desert","West","South Central",235,3503.777778,4784.888889,4300.726667,4257.455,259.9799976,291.6466659,320.3899965,0.988861102,0.01126437,1.113889769,6.77,0.170517511,0.878476843,0.348022735,0.95526278,0,167.6606033,1952.016179
"X1351_667","X1351_667","SRR13801549","SEV_BOGR_2",2,"SEV","SEV_BOGR","SEV.2","BOGR","BOGR_2","no","Sevilleta National Wildlife Refuge",13.3,260,"8/23/15",34.342141,-106.62261,1645,"desert","West","South Central",235,3503.777778,4784.888889,4300.726667,4257.455,259.9799976,291.6466659,320.3899965,0.9874899,0.012668585,1.251010003,7.97,0.172948035,0.872181877,0.345528883,0.897240562,0,113.4045581,1557.22323
"X1351_1814","X1351_1814","SRR13801061","UHC_ANGE_10",10,"UHC","UHC_ANGE","UHC.10","ANGE","ANGE_10","no","UHC",NA,NA,"6/29/15",29.39087,-95.03443,-19.8,"tallgrass","East","South",180,2651.666667,5836.805556,6004.753333,6102.54,1001.590004,1064.243336,1673.950006,0.672885306,0.486137371,32.71146936,6.67,0.26902083,1.379564772,0.54653678,5.31990128,3.1875,116.9728262,1599.340878
"X1351_1816","X1351_1816","SRR13801058","UHC_ANGE_12",12,"UHC","UHC_ANGE","UHC.12","ANGE","ANGE_12","no","UHC",NA,NA,"6/29/15",29.39087,-95.03443,-19.8,"tallgrass","East","South",180,2651.666667,5836.805556,6004.753333,6102.54,1001.590004,1064.243336,1673.950006,0.672885306,0.486137371,32.71146936,6.67,0.26902083,1.379564772,0.54653678,5.31990128,3.1875,116.9728262,1599.340878
"X1351_1805","X1351_1805","SRR13801062","UHC_ANGE_1",1,"UHC","UHC_ANGE","UHC.1","ANGE","ANGE_1","no","UHC",NA,NA,"6/29/15",29.39087,-95.03443,-19.8,"tallgrass","East","South",180,2651.666667,5836.805556,6004.753333,6102.54,1001.590004,1064.243336,1673.950006,0.672885306,0.486137371,32.71146936,6.67,0.26902083,1.379564772,0.54653678,5.31990128,3.1875,116.9728262,1599.340878
"X1351_1807","X1351_1807","SRR13801056","UHC_ANGE_3",3,"UHC","UHC_ANGE","UHC.3","ANGE","ANGE_3","no","UHC",NA,NA,"6/29/15",29.39087,-95.03443,-19.8,"tallgrass","East","South",180,2651.666667,5836.805556,6004.753333,6102.54,1001.590004,1064.243336,1673.950006,0.672885306,0.486137371,32.71146936,6.67,0.26902083,1.379564772,0.54653678,5.31990128,3.1875,116.9728262,1599.340878
"X1351_1808","X1351_1808","SRR13801496","UHC_ANGE_4",4,"UHC","UHC_ANGE","UHC.4","ANGE","ANGE_4","no","UHC",NA,NA,"6/29/15",29.39087,-95.03443,-19.8,"tallgrass","East","South",180,2651.666667,5836.805556,6004.753333,6102.54,1001.590004,1064.243336,1673.950006,0.672885306,0.486137371,32.71146936,6.67,0.26902083,1.379564772,0.54653678,5.31990128,3.1875,116.9728262,1599.340878
"X1351_1809","X1351_1809","SRR13801495","UHC_ANGE_5",5,"UHC","UHC_ANGE","UHC.5","ANGE","ANGE_5","no","UHC",NA,NA,"6/29/15",29.39087,-95.03443,-19.8,"tallgrass","East","South",180,2651.666667,5836.805556,6004.753333,6102.54,1001.590004,1064.243336,1673.950006,0.672885306,0.486137371,32.71146936,6.67,0.26902083,1.379564772,0.54653678,5.31990128,3.1875,116.9728262,1599.340878
"X1351_1810","X1351_1810","SRR13801494","UHC_ANGE_6",6,"UHC","UHC_ANGE","UHC.6","ANGE","ANGE_6","no","UHC",NA,NA,"6/29/15",29.39087,-95.03443,-19.8,"tallgrass","East","South",180,2651.666667,5836.805556,6004.753333,6102.54,1001.590004,1064.243336,1673.950006,0.672885306,0.486137371,32.71146936,6.67,0.26902083,1.379564772,0.54653678,5.31990128,3.1875,116.9728262,1599.340878
"X1351_1811","X1351_1811","SRR13801493","UHC_ANGE_7",7,"UHC","UHC_ANGE","UHC.7","ANGE","ANGE_7","no","UHC",NA,NA,"6/29/15",29.39087,-95.03443,-19.8,"tallgrass","East","South",180,2651.666667,5836.805556,6004.753333,6102.54,1001.590004,1064.243336,1673.950006,0.672885306,0.486137371,32.71146936,6.67,0.26902083,1.379564772,0.54653678,5.31990128,3.1875,116.9728262,1599.340878
"X1351_1812","X1351_1812","SRR13801492","UHC_ANGE_8",8,"UHC","UHC_ANGE","UHC.8","ANGE","ANGE_8","no","UHC",NA,NA,"6/29/15",29.39087,-95.03443,-19.8,"tallgrass","East","South",180,2651.666667,5836.805556,6004.753333,6102.54,1001.590004,1064.243336,1673.950006,0.672885306,0.486137371,32.71146936,6.67,0.26902083,1.379564772,0.54653678,5.31990128,3.1875,116.9728262,1599.340878
"X1351_1813","X1351_1813","SRR13801491","UHC_ANGE_9",9,"UHC","UHC_ANGE","UHC.9","ANGE","ANGE_9","no","UHC",NA,NA,"6/29/15",29.39087,-95.03443,-19.8,"tallgrass","East","South",180,2651.666667,5836.805556,6004.753333,6102.54,1001.590004,1064.243336,1673.950006,0.672885306,0.486137371,32.71146936,6.67,0.26902083,1.379564772,0.54653678,5.31990128,3.1875,116.9728262,1599.340878
"X1351_1828","X1351_1828","SRR13801488","UHC_SCSC_10",10,"UHC","UHC_SCSC","UHC.10","SCSC","SCSC_10","no","UHC",NA,NA,"6/29/15",29.39087,-95.03443,-19.8,"tallgrass","East","South",180,2651.666667,5836.805556,6004.753333,6102.54,1001.590004,1064.243336,1673.950006,0.647398615,0.544643404,35.26013852,7.18,0.244724815,1.258899856,0.498733432,7.017141108,3.25,141.2767212,1850.568957
"X1351_1829","X1351_1829","SRR13801487","UHC_SCSC_11",11,"UHC","UHC_SCSC","UHC.11","SCSC","SCSC_11","no","UHC",NA,NA,"6/29/15",29.39087,-95.03443,-19.8,"tallgrass","East","South",180,2651.666667,5836.805556,6004.753333,6102.54,1001.590004,1064.243336,1673.950006,0.647398615,0.544643404,35.26013852,7.18,0.244724815,1.258899856,0.498733432,7.017141108,3.25,141.2767212,1850.568957
"X1351_1830","X1351_1830","SRR13801486","UHC_SCSC_12",12,"UHC","UHC_SCSC","UHC.12","SCSC","SCSC_12","no","UHC",NA,NA,"6/29/15",29.39087,-95.03443,-19.8,"tallgrass","East","South",180,2651.666667,5836.805556,6004.753333,6102.54,1001.590004,1064.243336,1673.950006,0.647398615,0.544643404,35.26013852,7.18,0.244724815,1.258899856,0.498733432,7.017141108,3.25,141.2767212,1850.568957
"X1351_1817","X1351_1817","SRR13801490","UHC_SCSC_1",1,"UHC","UHC_SCSC","UHC.1","SCSC","SCSC_1","no","UHC",NA,NA,"6/29/15",29.39087,-95.03443,-19.8,"tallgrass","East","South",180,2651.666667,5836.805556,6004.753333,6102.54,1001.590004,1064.243336,1673.950006,0.647398615,0.544643404,35.26013852,7.18,0.244724815,1.258899856,0.498733432,7.017141108,3.25,141.2767212,1850.568957
"X1351_1818","X1351_1818","SRR13801485","UHC_SCSC_2",2,"UHC","UHC_SCSC","UHC.2","SCSC","SCSC_2","no","UHC",NA,NA,"6/29/15",29.39087,-95.03443,-19.8,"tallgrass","East","South",180,2651.666667,5836.805556,6004.753333,6102.54,1001.590004,1064.243336,1673.950006,0.647398615,0.544643404,35.26013852,7.18,0.244724815,1.258899856,0.498733432,7.017141108,3.25,141.2767212,1850.568957
